DS_name,Variables.Selected.by.glmnet,Structural_Variables,Variables.Not.Selected.by.glmnet,Nonstructural_Variables
0.75-15-1-73,"X1, X2, X4, X5, X6, X7, X8, X15, X16, X17, X18, X19, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X4, X6, X7, X8, X16, X17, X19, X22, X23, X24, X25, X26, X27, X28, X30","X3, X9, X10, X11, X12, X13, X14, X20","X1, X2, X3, X5, X9, X10, X11, X12, X13, X14, X15, X18, X20, X21, X29"
0.75-15-1-74,"X1, X2, X3, X4, X6, X7, X8, X9, X11, X16, X19, X20, X21, X22, X23, X24, X26, X28, X29, X30","X1, X2, X3, X4, X6, X8, X9, X11, X16, X19, X20, X23, X24, X26, X29","X5, X10, X12, X13, X14, X15, X17, X18, X25, X27","X5, X7, X10, X12, X13, X14, X15, X17, X18, X21, X22, X25, X27, X28, X30"
0.75-15-1-75,"X1, X3, X4, X5, X6, X7, X8, X11, X13, X14, X15, X16, X17, X19, X20, X22, X24, X25, X27, X28, X29, X30","X1, X4, X5, X6, X7, X8, X13, X15, X17, X19, X20, X25, X27, X28, X29","X2, X9, X10, X12, X18, X21, X23, X26","X2, X3, X9, X10, X11, X12, X14, X16, X18, X21, X22, X23, X24, X26, X30"
0.75-15-1-76,"X3, X4, X5, X6, X7, X9, X11, X12, X14, X16, X17, X19, X23, X24, X26, X29, X30","X3, X4, X5, X7, X9, X11, X12, X14, X16, X17, X19, X23, X24, X26, X29","X1, X2, X8, X10, X13, X15, X18, X20, X21, X22, X25, X27, X28","X1, X2, X6, X8, X10, X13, X15, X18, X20, X21, X22, X25, X27, X28, X30"
0.75-15-1-77,"X2, X3, X4, X5, X7, X12, X13, X14, X15, X16, X17, X18, X20, X23, X24, X25, X26, X28, X29, X30","X4, X7, X12, X13, X14, X15, X16, X17, X18, X20, X23, X25, X26, X28, X29","X1, X6, X8, X9, X10, X11, X19, X21, X22, X27","X1, X2, X3, X5, X6, X8, X9, X10, X11, X19, X21, X22, X24, X27, X30"
0.75-15-1-78,"X1, X4, X5, X6, X7, X8, X9, X10, X11, X12, X15, X16, X17, X18, X22, X23, X24, X25, X26, X27, X29, X30","X1, X4, X7, X8, X9, X12, X15, X16, X17, X18, X23, X24, X26, X27, X30","X2, X3, X13, X14, X19, X20, X21, X28","X2, X3, X5, X6, X10, X11, X13, X14, X19, X20, X21, X22, X25, X28, X29"
0.75-15-1-79,"X1, X3, X4, X5, X6, X8, X9, X11, X12, X13, X14, X19, X20, X21, X22, X23, X24, X26, X27, X29, X30","X1, X3, X5, X6, X9, X11, X12, X14, X19, X20, X21, X22, X23, X24, X27","X2, X7, X10, X15, X16, X17, X18, X25, X28","X2, X4, X7, X8, X10, X13, X15, X16, X17, X18, X25, X26, X28, X29, X30"
0.75-15-1-80,"X1, X2, X4, X5, X7, X8, X9, X10, X13, X14, X16, X17, X18, X21, X22, X23, X27, X28, X29, X30","X1, X4, X5, X7, X8, X9, X10, X13, X14, X17, X21, X22, X23, X27, X28","X3, X6, X11, X12, X15, X19, X20, X24, X25, X26","X2, X3, X6, X11, X12, X15, X16, X18, X19, X20, X24, X25, X26, X29, X30"
0.75-15-1-81,"X1, X2, X3, X5, X6, X10, X11, X12, X14, X15, X16, X18, X19, X21, X23, X28, X29, X30","X1, X2, X3, X5, X6, X11, X12, X14, X15, X16, X18, X21, X23, X28, X29","X4, X7, X8, X9, X13, X17, X20, X22, X24, X25, X26, X27","X4, X7, X8, X9, X10, X13, X17, X19, X20, X22, X24, X25, X26, X27, X30"
0.75-15-1-82,"X5, X6, X7, X8, X9, X10, X12, X14, X15, X17, X18, X19, X20, X21, X23, X24, X25, X26, X27, X28, X30","X5, X6, X8, X10, X12, X14, X15, X17, X19, X20, X23, X25, X26, X27, X28","X1, X2, X3, X4, X11, X13, X16, X22, X29","X1, X2, X3, X4, X7, X9, X11, X13, X16, X18, X21, X22, X24, X29, X30"
0.75-15-1-83,"X2, X3, X4, X5, X7, X8, X9, X10, X12, X14, X15, X16, X17, X19, X20, X21, X22, X23, X24, X25, X26, X30","X2, X3, X4, X7, X10, X12, X15, X16, X17, X19, X21, X22, X23, X24, X26","X1, X6, X11, X13, X18, X27, X28, X29","X1, X5, X6, X8, X9, X11, X13, X14, X18, X20, X25, X27, X28, X29, X30"
0.75-15-1-84,"X1, X2, X4, X5, X6, X7, X10, X11, X12, X13, X14, X15, X19, X20, X21, X22, X24, X25, X27, X28, X29, X30","X2, X6, X7, X11, X12, X13, X14, X15, X19, X21, X22, X24, X25, X27, X28","X3, X8, X9, X16, X17, X18, X23, X26","X1, X3, X4, X5, X8, X9, X10, X16, X17, X18, X20, X23, X26, X29, X30"
0.75-15-1-85,"X1, X4, X7, X9, X10, X11, X13, X14, X15, X16, X17, X18, X19, X20, X21, X24, X26, X27, X28, X30","X7, X9, X10, X11, X14, X15, X16, X17, X18, X19, X21, X26, X27, X28, X30","X2, X3, X5, X6, X8, X12, X22, X23, X25, X29","X1, X2, X3, X4, X5, X6, X8, X12, X13, X20, X22, X23, X24, X25, X29"
0.75-15-1-86,"X1, X2, X5, X6, X7, X8, X10, X11, X14, X15, X16, X17, X19, X20, X21, X22, X24, X26, X27, X28, X29, X30","X2, X6, X8, X11, X14, X15, X16, X17, X19, X21, X22, X24, X26, X27, X29","X3, X4, X9, X12, X13, X18, X23, X25","X1, X3, X4, X5, X7, X9, X10, X12, X13, X18, X20, X23, X25, X28, X30"
0.75-15-1-87,"X1, X2, X3, X4, X5, X6, X11, X12, X13, X14, X15, X16, X18, X19, X20, X21, X24, X25, X26, X27, X28, X29, X30","X1, X2, X5, X12, X14, X15, X18, X19, X20, X21, X24, X26, X27, X28, X29","X7, X8, X9, X10, X17, X22, X23","X3, X4, X6, X7, X8, X9, X10, X11, X13, X16, X17, X22, X23, X25, X30"
0.75-15-1-88,"X2, X7, X8, X12, X16, X17, X18, X19, X20, X21, X22, X23, X25, X28, X29, X30","X2, X7, X12, X16, X17, X18, X19, X20, X21, X22, X23, X25, X28, X29, X30","X1, X3, X4, X5, X6, X9, X10, X11, X13, X14, X15, X24, X26, X27","X1, X3, X4, X5, X6, X8, X9, X10, X11, X13, X14, X15, X24, X26, X27"
0.75-15-1-89,"X1, X2, X4, X5, X6, X7, X9, X11, X12, X13, X16, X17, X19, X20, X21, X22, X24, X25, X27, X28, X29, X30","X1, X4, X5, X6, X9, X12, X13, X17, X20, X21, X22, X24, X25, X28, X29","X3, X8, X10, X14, X15, X18, X23, X26","X2, X3, X7, X8, X10, X11, X14, X15, X16, X18, X19, X23, X26, X27, X30"
0.75-15-1-90,"X2, X3, X6, X7, X11, X14, X15, X17, X18, X21, X22, X24, X26, X27, X29, X30","X2, X3, X6, X7, X11, X14, X15, X17, X18, X21, X22, X24, X26, X27, X29","X1, X4, X5, X8, X9, X10, X12, X13, X16, X19, X20, X23, X25, X28","X1, X4, X5, X8, X9, X10, X12, X13, X16, X19, X20, X23, X25, X28, X30"
0.75-15-1-91,"X2, X3, X4, X5, X6, X8, X9, X11, X12, X13, X15, X16, X17, X19, X23, X24, X26, X27, X28, X30","X3, X4, X6, X9, X11, X12, X13, X15, X17, X19, X23, X24, X26, X28, X30","X1, X7, X10, X14, X18, X20, X21, X22, X25, X29","X1, X2, X5, X7, X8, X10, X14, X16, X18, X20, X21, X22, X25, X27, X29"
0.75-15-1-92,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X11, X12, X14, X15, X16, X17, X18, X20, X21, X25, X28, X29, X30","X1, X2, X4, X5, X6, X7, X8, X9, X11, X16, X18, X20, X21, X25, X30","X10, X13, X19, X22, X23, X24, X26, X27","X3, X10, X12, X13, X14, X15, X17, X19, X22, X23, X24, X26, X27, X28, X29"
0.75-15-1-93,"X1, X2, X3, X5, X6, X7, X8, X10, X11, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X26, X27, X28, X29, X30","X1, X2, X5, X7, X10, X11, X13, X15, X16, X17, X18, X20, X24, X26, X27","X4, X9, X12, X25","X3, X4, X6, X8, X9, X12, X14, X19, X21, X22, X23, X25, X28, X29, X30"
0.75-15-1-94,"X1, X3, X4, X5, X7, X8, X10, X11, X12, X13, X15, X16, X17, X18, X19, X21, X23, X24, X25, X26, X27, X28, X30","X3, X4, X7, X10, X11, X13, X15, X16, X18, X19, X21, X23, X25, X27, X28","X2, X6, X9, X14, X20, X22, X29","X1, X2, X5, X6, X8, X9, X12, X14, X17, X20, X22, X24, X26, X29, X30"
0.75-15-1-95,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X12, X14, X15, X16, X17, X20, X21, X22, X25, X26, X27, X28, X29, X30","X1, X2, X4, X5, X6, X9, X10, X15, X16, X20, X21, X25, X26, X27, X30","X7, X11, X13, X18, X19, X23, X24","X3, X7, X8, X11, X12, X13, X14, X17, X18, X19, X22, X23, X24, X28, X29"
0.75-15-1-96,"X1, X4, X5, X6, X7, X8, X9, X10, X11, X13, X14, X16, X20, X22, X28, X29, X30","X1, X4, X5, X6, X7, X8, X9, X10, X13, X14, X16, X20, X22, X28, X29","X2, X3, X12, X15, X17, X18, X19, X21, X23, X24, X25, X26, X27","X2, X3, X11, X12, X15, X17, X18, X19, X21, X23, X24, X25, X26, X27, X30"
0.75-15-1-97,"X1, X2, X3, X4, X5, X7, X8, X10, X11, X12, X13, X16, X18, X19, X20, X21, X22, X23, X24, X28, X30","X1, X2, X5, X7, X8, X10, X11, X13, X19, X20, X21, X23, X24, X28, X30","X6, X9, X14, X15, X17, X25, X26, X27, X29","X3, X4, X6, X9, X12, X14, X15, X16, X17, X18, X22, X25, X26, X27, X29"
0.75-15-1-98,"X1, X2, X3, X8, X10, X11, X12, X13, X14, X15, X19, X20, X21, X22, X23, X25, X26, X27, X30","X1, X2, X3, X8, X11, X12, X14, X19, X20, X21, X22, X23, X25, X26, X27","X4, X5, X6, X7, X9, X16, X17, X18, X24, X28, X29","X4, X5, X6, X7, X9, X10, X13, X15, X16, X17, X18, X24, X28, X29, X30"
0.75-15-1-99,"X2, X3, X5, X6, X10, X11, X13, X15, X16, X18, X19, X20, X22, X23, X24, X26, X27, X28, X29, X30","X2, X3, X6, X11, X15, X16, X18, X19, X22, X23, X26, X27, X28, X29, X30","X1, X4, X7, X8, X9, X12, X14, X17, X21, X25","X1, X4, X5, X7, X8, X9, X10, X12, X13, X14, X17, X20, X21, X24, X25"
0.75-15-1-100,"X1, X2, X4, X5, X6, X7, X8, X9, X11, X12, X13, X14, X15, X18, X20, X21, X23, X25, X27, X30","X1, X2, X4, X5, X6, X7, X9, X11, X12, X13, X14, X15, X18, X21, X27","X3, X10, X16, X17, X19, X22, X24, X26, X28, X29","X3, X8, X10, X16, X17, X19, X20, X22, X23, X24, X25, X26, X28, X29, X30"
0.75-15-1-101,"X2, X3, X4, X5, X7, X14, X15, X16, X17, X18, X19, X20, X21, X23, X25, X26, X27, X28, X30","X2, X3, X7, X15, X16, X17, X18, X19, X20, X21, X23, X26, X27, X28, X30","X1, X6, X8, X9, X10, X11, X12, X13, X22, X24, X29","X1, X4, X5, X6, X8, X9, X10, X11, X12, X13, X14, X22, X24, X25, X29"
0.75-15-1-102,"X1, X3, X4, X7, X8, X11, X12, X13, X15, X16, X17, X18, X19, X21, X22, X23, X24, X25, X27, X28, X29, X30","X1, X3, X8, X11, X13, X15, X16, X19, X21, X23, X24, X25, X28, X29, X30","X2, X5, X6, X9, X10, X14, X20, X26","X2, X4, X5, X6, X7, X9, X10, X12, X14, X17, X18, X20, X22, X26, X27"
0.75-15-1-103,"X1, X3, X4, X5, X6, X7, X8, X10, X11, X12, X13, X15, X19, X20, X22, X23, X25, X27, X28, X29, X30","X1, X3, X5, X6, X7, X8, X10, X11, X12, X19, X22, X23, X25, X28, X29","X2, X9, X14, X16, X17, X18, X21, X24, X26","X2, X4, X9, X13, X14, X15, X16, X17, X18, X20, X21, X24, X26, X27, X30"
0.75-15-1-104,"X1, X3, X4, X5, X6, X10, X11, X12, X13, X14, X17, X19, X20, X23, X24, X26, X28, X29, X30","X3, X5, X6, X10, X11, X12, X13, X17, X19, X23, X24, X26, X28, X29, X30","X2, X7, X8, X9, X15, X16, X18, X21, X22, X25, X27","X1, X2, X4, X7, X8, X9, X14, X15, X16, X18, X20, X21, X22, X25, X27"
0.75-15-1-105,"X1, X2, X3, X4, X5, X6, X9, X12, X13, X14, X15, X16, X19, X20, X24, X25, X26, X28, X29, X30","X1, X2, X3, X6, X9, X13, X14, X15, X19, X20, X24, X26, X28, X29, X30","X7, X8, X10, X11, X17, X18, X21, X22, X23, X27","X4, X5, X7, X8, X10, X11, X12, X16, X17, X18, X21, X22, X23, X25, X27"
0.75-15-1-106,"X3, X4, X5, X6, X7, X8, X11, X12, X13, X14, X16, X17, X18, X23, X24, X25, X26, X27, X29, X30","X3, X6, X7, X8, X12, X13, X14, X16, X17, X18, X23, X24, X25, X26, X27","X1, X2, X9, X10, X15, X19, X20, X21, X22, X28","X1, X2, X4, X5, X9, X10, X11, X15, X19, X20, X21, X22, X28, X29, X30"
0.75-15-1-107,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X11, X13, X15, X16, X17, X21, X23, X24, X27, X28, X29, X30","X2, X3, X4, X5, X7, X8, X11, X13, X15, X16, X21, X24, X27, X28, X29","X10, X12, X14, X18, X19, X20, X22, X25, X26","X1, X6, X9, X10, X12, X14, X17, X18, X19, X20, X22, X23, X25, X26, X30"
0.75-15-1-108,"X1, X3, X5, X6, X7, X9, X12, X13, X18, X19, X21, X23, X25, X26, X27, X29, X30","X1, X5, X6, X7, X9, X12, X13, X18, X19, X21, X23, X25, X26, X29, X30","X2, X4, X8, X10, X11, X14, X15, X16, X17, X20, X22, X24, X28","X2, X3, X4, X8, X10, X11, X14, X15, X16, X17, X20, X22, X24, X27, X28"
0.75-15-1-109,"X3, X4, X5, X6, X7, X8, X10, X13, X15, X17, X19, X20, X21, X22, X23, X24, X25, X28, X30","X3, X4, X5, X7, X8, X10, X13, X15, X19, X20, X22, X23, X24, X25, X28","X1, X2, X9, X11, X12, X14, X16, X18, X26, X27, X29","X1, X2, X6, X9, X11, X12, X14, X16, X17, X18, X21, X26, X27, X29, X30"
0.75-15-1-110,"X2, X3, X4, X5, X6, X7, X10, X13, X14, X16, X18, X20, X21, X22, X24, X25, X26, X28, X30","X2, X3, X4, X6, X7, X10, X13, X14, X16, X18, X20, X22, X25, X26, X28","X1, X8, X9, X11, X12, X15, X17, X19, X23, X27, X29","X1, X5, X8, X9, X11, X12, X15, X17, X19, X21, X23, X24, X27, X29, X30"
0.75-15-1-111,"X1, X2, X4, X5, X8, X10, X12, X14, X16, X18, X20, X21, X24, X25, X26, X27, X28, X29, X30","X2, X5, X8, X10, X12, X14, X16, X18, X20, X21, X25, X26, X27, X28, X29","X3, X6, X7, X9, X11, X13, X15, X17, X19, X22, X23","X1, X3, X4, X6, X7, X9, X11, X13, X15, X17, X19, X22, X23, X24, X30"
0.75-15-1-112,"X3, X4, X5, X7, X8, X10, X12, X13, X14, X20, X21, X22, X24, X25, X29, X30","X3, X4, X5, X7, X10, X12, X13, X14, X20, X21, X22, X24, X25, X29, X30","X1, X2, X6, X9, X11, X15, X16, X17, X18, X19, X23, X26, X27, X28","X1, X2, X6, X8, X9, X11, X15, X16, X17, X18, X19, X23, X26, X27, X28"
0.75-15-1-113,"X1, X2, X3, X7, X8, X9, X11, X12, X13, X15, X20, X22, X23, X24, X25, X26, X27, X28, X29, X30","X1, X2, X8, X9, X11, X12, X15, X22, X23, X24, X25, X26, X27, X29, X30","X4, X5, X6, X10, X14, X16, X17, X18, X19, X21","X3, X4, X5, X6, X7, X10, X13, X14, X16, X17, X18, X19, X20, X21, X28"
0.75-15-1-114,"X1, X2, X4, X5, X7, X9, X10, X11, X12, X13, X15, X17, X19, X20, X21, X22, X23, X24, X27, X28, X30","X1, X4, X5, X7, X9, X10, X11, X12, X17, X20, X21, X22, X23, X27, X28","X3, X6, X8, X14, X16, X18, X25, X26, X29","X2, X3, X6, X8, X13, X14, X15, X16, X18, X19, X24, X25, X26, X29, X30"
0.75-15-1-115,"X3, X6, X7, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X22, X23, X24, X25, X26, X27, X28, X29, X30","X7, X9, X12, X13, X16, X17, X19, X20, X22, X23, X25, X26, X27, X28, X29","X1, X2, X4, X5, X8, X21","X1, X2, X3, X4, X5, X6, X8, X10, X11, X14, X15, X18, X21, X24, X30"
0.75-15-1-116,"X1, X3, X4, X5, X7, X9, X10, X12, X13, X14, X15, X16, X18, X19, X21, X22, X23, X24, X25, X26, X27, X29, X30","X3, X5, X7, X12, X13, X15, X16, X19, X22, X23, X24, X25, X26, X27, X29","X2, X6, X8, X11, X17, X20, X28","X1, X2, X4, X6, X8, X9, X10, X11, X14, X17, X18, X20, X21, X28, X30"
0.75-15-1-117,"X1, X4, X5, X6, X7, X8, X9, X11, X12, X13, X17, X18, X19, X20, X21, X22, X23, X24, X26, X27, X28, X29, X30","X5, X6, X7, X8, X9, X11, X12, X13, X17, X18, X19, X21, X23, X24, X29","X2, X3, X10, X14, X15, X16, X25","X1, X2, X3, X4, X10, X14, X15, X16, X20, X22, X25, X26, X27, X28, X30"
0.75-15-1-118,"X1, X2, X3, X6, X7, X8, X9, X10, X12, X13, X16, X17, X18, X19, X20, X21, X22, X23, X24, X26, X29, X30","X1, X2, X3, X6, X8, X9, X12, X13, X17, X20, X21, X22, X24, X29, X30","X4, X5, X11, X14, X15, X25, X27, X28","X4, X5, X7, X10, X11, X14, X15, X16, X18, X19, X23, X25, X26, X27, X28"
0.75-15-1-119,"X1, X2, X3, X5, X6, X7, X9, X10, X13, X14, X15, X16, X17, X20, X22, X23, X24, X25, X28, X29, X30","X2, X3, X5, X6, X7, X9, X10, X13, X14, X15, X17, X20, X22, X25, X29","X4, X8, X11, X12, X18, X19, X21, X26, X27","X1, X4, X8, X11, X12, X16, X18, X19, X21, X23, X24, X26, X27, X28, X30"
0.75-15-1-120,"X1, X2, X4, X5, X6, X7, X8, X9, X12, X13, X15, X17, X18, X20, X21, X22, X23, X24, X25, X26, X27, X29, X30","X1, X4, X6, X7, X8, X9, X13, X15, X18, X21, X24, X25, X26, X29, X30","X3, X10, X11, X14, X16, X19, X28","X2, X3, X5, X10, X11, X12, X14, X16, X17, X19, X20, X22, X23, X27, X28"
0.75-15-1-121,"X1, X5, X8, X9, X10, X11, X12, X15, X16, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X30","X5, X8, X9, X10, X11, X12, X15, X16, X19, X20, X21, X23, X25, X26, X27","X2, X3, X4, X6, X7, X13, X14, X17, X29","X1, X2, X3, X4, X6, X7, X13, X14, X17, X18, X22, X24, X28, X29, X30"
0.75-15-1-122,"X1, X2, X3, X4, X5, X6, X7, X8, X10, X11, X14, X16, X17, X20, X22, X25, X29, X30","X1, X4, X5, X6, X7, X8, X10, X11, X14, X16, X17, X20, X22, X25, X29","X9, X12, X13, X15, X18, X19, X21, X23, X24, X26, X27, X28","X2, X3, X9, X12, X13, X15, X18, X19, X21, X23, X24, X26, X27, X28, X30"
0.75-15-1-123,"X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X12, X13, X17, X18, X19, X20, X21, X23, X25, X26, X28, X29, X30","X2, X4, X5, X6, X7, X8, X11, X12, X13, X20, X21, X23, X26, X28, X29","X1, X14, X15, X16, X22, X24, X27","X1, X3, X9, X10, X14, X15, X16, X17, X18, X19, X22, X24, X25, X27, X30"
0.75-15-1-124,"X1, X2, X6, X7, X8, X10, X12, X13, X14, X16, X18, X20, X21, X22, X23, X26, X30","X1, X2, X7, X10, X12, X13, X14, X16, X18, X20, X21, X22, X23, X26, X30","X3, X4, X5, X9, X11, X15, X17, X19, X24, X25, X27, X28, X29","X3, X4, X5, X6, X8, X9, X11, X15, X17, X19, X24, X25, X27, X28, X29"
0.75-15-1-125,"X3, X4, X6, X7, X8, X12, X13, X14, X15, X17, X18, X20, X21, X22, X23, X25, X26, X27, X28, X30","X4, X7, X8, X12, X13, X14, X15, X17, X20, X21, X23, X25, X26, X27, X28","X1, X2, X5, X9, X10, X11, X16, X19, X24, X29","X1, X2, X3, X5, X6, X9, X10, X11, X16, X18, X19, X22, X24, X29, X30"
0.75-15-1-126,"X1, X3, X4, X5, X6, X7, X8, X9, X10, X11, X12, X13, X14, X18, X19, X20, X22, X23, X24, X25, X26, X27, X29, X30","X3, X4, X7, X8, X9, X10, X12, X13, X14, X18, X20, X23, X24, X27, X29","X2, X15, X16, X17, X21, X28","X1, X2, X5, X6, X11, X15, X16, X17, X19, X21, X22, X25, X26, X28, X30"
0.75-15-1-127,"X2, X4, X5, X7, X8, X9, X10, X11, X12, X13, X16, X17, X18, X19, X20, X22, X23, X24, X26, X27, X29, X30","X2, X5, X7, X8, X10, X11, X12, X16, X17, X18, X22, X24, X27, X29, X30","X1, X3, X6, X14, X15, X21, X25, X28","X1, X3, X4, X6, X9, X13, X14, X15, X19, X20, X21, X23, X25, X26, X28"
0.75-15-1-128,"X1, X2, X3, X4, X5, X6, X11, X12, X13, X14, X15, X16, X21, X22, X24, X25, X27, X28, X29, X30","X1, X2, X3, X4, X5, X6, X11, X13, X15, X16, X22, X25, X27, X28, X29","X7, X8, X9, X10, X17, X18, X19, X20, X23, X26","X7, X8, X9, X10, X12, X14, X17, X18, X19, X20, X21, X23, X24, X26, X30"
0.75-15-1-129,"X2, X3, X5, X6, X7, X8, X9, X10, X11, X15, X17, X18, X19, X21, X22, X23, X24, X26, X27, X29, X30","X5, X6, X7, X10, X11, X15, X17, X18, X19, X22, X23, X24, X26, X29, X30","X1, X4, X12, X13, X14, X16, X20, X25, X28","X1, X2, X3, X4, X8, X9, X12, X13, X14, X16, X20, X21, X25, X27, X28"
0.75-15-1-130,"X1, X2, X3, X4, X6, X7, X8, X9, X11, X12, X13, X14, X15, X16, X17, X19, X20, X21, X22, X23, X24, X30","X2, X3, X4, X6, X7, X8, X11, X13, X14, X15, X19, X21, X22, X23, X30","X5, X10, X18, X25, X26, X27, X28, X29","X1, X5, X9, X10, X12, X16, X17, X18, X20, X24, X25, X26, X27, X28, X29"
0.75-15-1-131,"X1, X2, X3, X5, X6, X7, X8, X9, X11, X12, X13, X15, X16, X20, X22, X23, X24, X25, X26, X27, X28, X30","X1, X2, X3, X6, X7, X8, X12, X16, X20, X22, X24, X26, X27, X28, X30","X4, X10, X14, X17, X18, X19, X21, X29","X4, X5, X9, X10, X11, X13, X14, X15, X17, X18, X19, X21, X23, X25, X29"
0.75-15-1-132,"X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X15, X18, X19, X20, X21, X22, X24, X27, X28, X29, X30","X4, X5, X6, X7, X8, X9, X10, X11, X18, X19, X20, X21, X22, X27, X30","X1, X12, X13, X14, X16, X17, X23, X25, X26","X1, X2, X3, X12, X13, X14, X15, X16, X17, X23, X24, X25, X26, X28, X29"
0.75-15-1-133,"X1, X2, X3, X6, X10, X12, X13, X14, X15, X16, X18, X19, X20, X21, X22, X23, X24, X27, X28, X29, X30","X2, X6, X10, X12, X13, X15, X16, X18, X19, X21, X22, X24, X27, X28, X29","X4, X5, X7, X8, X9, X11, X17, X25, X26","X1, X3, X4, X5, X7, X8, X9, X11, X14, X17, X20, X23, X25, X26, X30"
0.75-15-1-134,"X3, X4, X5, X6, X8, X10, X11, X12, X13, X15, X16, X17, X18, X19, X21, X22, X23, X24, X25, X26, X27, X28, X30","X3, X4, X5, X6, X8, X10, X11, X12, X15, X17, X19, X21, X22, X25, X27","X1, X2, X7, X9, X14, X20, X29","X1, X2, X7, X9, X13, X14, X16, X18, X20, X23, X24, X26, X28, X29, X30"
0.75-15-1-135,"X2, X3, X4, X5, X6, X8, X12, X13, X14, X15, X18, X19, X20, X21, X22, X23, X24, X25, X26, X30","X3, X4, X5, X6, X8, X12, X13, X15, X18, X19, X21, X22, X23, X26, X30","X1, X7, X9, X10, X11, X16, X17, X27, X28, X29","X1, X2, X7, X9, X10, X11, X14, X16, X17, X20, X24, X25, X27, X28, X29"
0.75-15-1-136,"X3, X4, X5, X6, X8, X10, X11, X12, X13, X14, X15, X16, X17, X18, X20, X21, X22, X23, X24, X25, X27, X28, X29, X30","X4, X6, X8, X10, X11, X14, X16, X17, X18, X22, X23, X24, X25, X27, X28","X1, X2, X7, X9, X19, X26","X1, X2, X3, X5, X7, X9, X12, X13, X15, X19, X20, X21, X26, X29, X30"
0.75-15-1-137,"X1, X2, X3, X4, X5, X7, X9, X12, X13, X14, X16, X21, X22, X25, X26, X27, X28, X30","X1, X2, X3, X4, X5, X7, X9, X12, X14, X16, X21, X22, X25, X26, X28","X6, X8, X10, X11, X15, X17, X18, X19, X20, X23, X24, X29","X6, X8, X10, X11, X13, X15, X17, X18, X19, X20, X23, X24, X27, X29, X30"
0.75-15-1-138,"X1, X4, X7, X9, X10, X11, X12, X13, X14, X17, X18, X20, X21, X22, X23, X27, X28, X29, X30","X1, X4, X7, X9, X10, X11, X12, X13, X17, X18, X20, X22, X23, X28, X29","X2, X3, X5, X6, X8, X15, X16, X19, X24, X25, X26","X2, X3, X5, X6, X8, X14, X15, X16, X19, X21, X24, X25, X26, X27, X30"
0.75-15-1-139,"X2, X4, X5, X6, X9, X10, X11, X12, X13, X15, X16, X18, X19, X20, X21, X22, X23, X24, X25, X26, X28, X29, X30","X2, X4, X5, X6, X9, X10, X11, X15, X18, X20, X24, X25, X28, X29, X30","X1, X3, X7, X8, X14, X17, X27","X1, X3, X7, X8, X12, X13, X14, X16, X17, X19, X21, X22, X23, X26, X27"
0.75-15-1-140,"X1, X4, X5, X6, X7, X9, X10, X11, X12, X15, X16, X21, X24, X25, X26, X27, X28, X29, X30","X1, X4, X6, X7, X9, X11, X12, X15, X16, X21, X24, X25, X27, X28, X29","X2, X3, X8, X13, X14, X17, X18, X19, X20, X22, X23","X2, X3, X5, X8, X10, X13, X14, X17, X18, X19, X20, X22, X23, X26, X30"
0.75-15-1-141,"X1, X3, X4, X5, X6, X8, X9, X10, X11, X12, X13, X14, X15, X18, X23, X24, X25, X26, X30","X1, X3, X4, X5, X6, X9, X10, X11, X12, X13, X14, X15, X23, X25, X26","X2, X7, X16, X17, X19, X20, X21, X22, X27, X28, X29","X2, X7, X8, X16, X17, X18, X19, X20, X21, X22, X24, X27, X28, X29, X30"
0.75-15-1-142,"X1, X2, X3, X4, X5, X8, X11, X14, X18, X21, X22, X24, X25, X26, X27, X28, X29, X30","X1, X2, X3, X4, X5, X8, X11, X14, X18, X21, X22, X25, X26, X27, X30","X6, X7, X9, X10, X12, X13, X15, X16, X17, X19, X20, X23","X6, X7, X9, X10, X12, X13, X15, X16, X17, X19, X20, X23, X24, X28, X29"
0.75-15-1-143,"X2, X3, X5, X7, X9, X10, X12, X13, X14, X15, X16, X17, X18, X20, X21, X22, X23, X24, X26, X27, X28, X29, X30","X3, X7, X9, X10, X13, X14, X15, X16, X17, X18, X21, X22, X23, X26, X28","X1, X4, X6, X8, X11, X19, X25","X1, X2, X4, X5, X6, X8, X11, X12, X19, X20, X24, X25, X27, X29, X30"
0.75-15-1-144,"X3, X4, X6, X7, X8, X9, X12, X13, X14, X16, X17, X19, X22, X23, X24, X25, X26, X27, X28, X30","X3, X7, X8, X9, X12, X13, X14, X16, X17, X23, X24, X25, X26, X27, X28","X1, X2, X5, X10, X11, X15, X18, X20, X21, X29","X1, X2, X4, X5, X6, X10, X11, X15, X18, X19, X20, X21, X22, X29, X30"
